split,exercise,person,trial,camera,score,performance
test,E2,P9,T0,C2,4.62,good
test,E2,P9,T1,C0,4.78,good
test,E2,P9,T1,C1,4.78,good
test,E2,P9,T1,C2,4.78,good
test,E3,P12,T0,C0,4.64,good
test,E3,P12,T0,C1,4.64,good
test,E3,P12,T0,C2,4.64,good
test,E3,P12,T3,C0,2.78,bad
test,E3,P12,T3,C1,2.78,bad
test,E3,P12,T3,C2,2.78,bad
test,E3,P12,T4,C0,2.64,bad
test,E3,P12,T4,C1,2.64,bad
test,E3,P12,T4,C2,2.64,bad
test,E3,P12,T5,C0,3.66,bad
test,E3,P12,T5,C1,3.66,bad
test,E3,P12,T5,C2,3.66,bad
test,E3,P12,T6,C0,2.14,bad
test,E3,P12,T6,C1,2.14,bad
test,E3,P12,T6,C2,2.14,bad
test,E3,P8,T0,C0,3.94,bad
test,E3,P8,T0,C1,3.94,bad
test,E3,P8,T0,C2,3.94,bad
test,E3,P8,T1,C0,4.02,good
test,E3,P8,T1,C1,4.02,good
test,E3,P8,T1,C2,4.02,good
test,E3,P8,T2,C0,4.06,good
test,E3,P8,T2,C1,4.06,good
test,E3,P8,T2,C2,4.06,good
test,E3,P9,T0,C0,3.4694,bad
test,E3,P9,T0,C1,3.4694,bad
test,E3,P9,T0,C2,3.4694,bad
test,E3,P9,T1,C0,3.4,bad
test,E3,P9,T1,C1,3.4,bad
test,E3,P9,T1,C2,3.4,bad
test,E3,P9,T2,C0,3.7,bad
test,E3,P9,T2,C1,3.7,bad
test,E3,P9,T2,C2,3.7,bad
test,E4,P12,T0,C0,3.92,bad
test,E4,P12,T0,C1,3.92,bad
test,E4,P12,T0,C2,3.92,bad
test,E4,P12,T3,C0,2.7,bad
test,E4,P12,T3,C1,2.7,bad
test,E4,P12,T3,C2,2.7,bad
test,E4,P12,T4,C0,2.18,bad
test,E4,P12,T4,C1,2.18,bad
test,E4,P12,T4,C2,2.18,bad
test,E4,P12,T5,C0,2.58,bad
test,E4,P12,T5,C1,2.58,bad
test,E4,P12,T5,C2,2.58,bad
test,E4,P8,T0,C0,4.3,good
test,E4,P8,T0,C1,4.3,good
test,E4,P8,T0,C2,4.3,good
test,E4,P8,T1,C0,4.36,good
test,E4,P8,T1,C1,4.36,good
test,E4,P8,T1,C2,4.36,good
test,E4,P8,T2,C0,4.04,good
test,E4,P8,T2,C1,4.04,good
test,E4,P8,T2,C2,4.04,good
test,E4,P9,T0,C0,4.06,good
test,E4,P9,T0,C1,4.06,good
test,E4,P9,T0,C2,4.06,good
test,E4,P9,T1,C0,3.7,bad
test,E4,P9,T1,C1,3.7,bad
test,E4,P9,T1,C2,3.7,bad
test,E4,P9,T2,C0,4.3,good
test,E4,P9,T2,C1,4.3,good
test,E4,P9,T2,C2,4.3,good
test,E5,P13,T0,C0,4.8,good
test,E5,P13,T0,C1,4.8,good
test,E5,P13,T0,C2,4.8,good
test,E5,P13,T3,C0,4.28,good
test,E5,P13,T3,C1,4.28,good
test,E5,P13,T3,C2,4.28,good
test,E5,P13,T4,C0,3.8,bad
test,E5,P13,T4,C1,3.8,bad
test,E5,P13,T4,C2,3.8,bad
test,E5,P13,T5,C0,3.18,bad
test,E5,P13,T5,C1,3.18,bad
test,E5,P13,T5,C2,3.18,bad
test,E5,P13,T6,C0,3.24,bad
test,E5,P13,T6,C1,3.24,bad
test,E5,P13,T6,C2,3.24,bad
test,E5,P8,T0,C0,4.675,good
test,E5,P8,T0,C1,4.675,good
test,E5,P8,T0,C2,4.675,good
test,E5,P8,T1,C0,4.7,good
test,E5,P8,T1,C1,4.7,good
test,E5,P8,T1,C2,4.7,good
test,E5,P8,T2,C0,4.725,good
test,E5,P8,T2,C1,4.725,good
test,E5,P8,T2,C2,4.725,good
test,E5,P9,T0,C0,4.475,good
test,E5,P9,T0,C1,4.475,good
test,E5,P9,T0,C2,4.475,good
test,E5,P9,T1,C0,4.625,good
test,E5,P9,T1,C1,4.625,good
test,E5,P9,T1,C2,4.625,good
test,E5,P9,T2,C0,4.45,good
test,E5,P9,T2,C1,4.45,good
test,E5,P9,T2,C2,4.45,good
test,E6,P13,T0,C0,4.84,good
test,E6,P13,T0,C1,4.84,good
test,E6,P13,T0,C2,4.84,good
test,E6,P13,T3,C0,3.9,bad
test,E6,P13,T3,C1,3.9,bad
test,E6,P13,T3,C2,3.9,bad
test,E6,P13,T4,C0,3.78,bad
test,E6,P13,T4,C1,3.78,bad
test,E6,P13,T4,C2,3.78,bad
test,E6,P13,T5,C0,3.3,bad
test,E6,P13,T5,C1,3.3,bad
test,E6,P13,T5,C2,3.3,bad
test,E6,P13,T6,C0,3.56,bad
test,E6,P13,T6,C1,3.56,bad
test,E6,P13,T6,C2,3.56,bad
test,E6,P8,T0,C0,5.0,good
test,E6,P8,T0,C1,5.0,good
test,E6,P8,T0,C2,5.0,good
test,E6,P8,T1,C0,5.0,good
test,E6,P8,T1,C1,5.0,good
test,E6,P8,T1,C2,5.0,good
test,E6,P8,T2,C0,5.0,good
test,E6,P8,T2,C1,5.0,good
test,E6,P8,T2,C2,5.0,good
test,E6,P9,T0,C0,5.0,good
test,E6,P9,T0,C1,5.0,good
test,E6,P9,T0,C2,5.0,good
test,E6,P9,T1,C0,5.0,good
test,E6,P9,T1,C1,5.0,good
test,E6,P9,T1,C2,5.0,good
test,E6,P9,T2,C0,5.0,good
test,E6,P9,T2,C1,5.0,good
test,E6,P9,T2,C2,5.0,good
test,E7,P13,T0,C0,5.0,good
test,E7,P13,T0,C1,5.0,good
test,E7,P13,T0,C2,5.0,good
test,E7,P13,T3,C0,4.38,good
test,E7,P13,T3,C1,4.38,good
test,E7,P13,T3,C2,4.38,good
test,E7,P13,T4,C0,3.72,bad
test,E7,P13,T4,C1,3.72,bad
test,E7,P13,T4,C2,3.72,bad
test,E7,P13,T5,C0,3.52,bad
test,E7,P13,T5,C1,3.52,bad
test,E7,P13,T5,C2,3.52,bad
test,E7,P13,T6,C0,2.96,bad
test,E7,P13,T6,C1,2.96,bad
test,E7,P13,T6,C2,2.96,bad
test,E7,P8,T0,C0,4.0,good
test,E7,P8,T0,C1,4.0,good
test,E7,P8,T0,C2,4.0,good
test,E7,P8,T1,C0,4.54,good
test,E7,P8,T1,C1,4.54,good
test,E7,P8,T1,C2,4.54,good
test,E7,P8,T2,C0,4.54,good
test,E7,P8,T2,C1,4.54,good
test,E7,P8,T2,C2,4.54,good
test,E7,P9,T0,C0,4.24,good
test,E7,P9,T0,C1,4.24,good
test,E7,P9,T0,C2,4.24,good
test,E7,P9,T1,C0,4.04,good
test,E7,P9,T1,C1,4.04,good
test,E7,P9,T1,C2,4.04,good
test,E7,P9,T2,C0,4.4,good
test,E7,P9,T2,C1,4.4,good
test,E7,P9,T2,C2,4.4,good
test,E8,P13,T0,C0,4.66,good
test,E8,P13,T0,C1,4.66,good
test,E8,P13,T0,C2,4.66,good
test,E8,P13,T3,C0,3.88,bad
test,E8,P13,T3,C1,3.88,bad
test,E8,P13,T3,C2,3.88,bad
test,E8,P13,T4,C0,3.25,bad
test,E8,P13,T4,C1,3.25,bad
test,E8,P13,T4,C2,3.25,bad
test,E8,P13,T5,C0,3.5,bad
test,E8,P13,T5,C1,3.5,bad
test,E8,P13,T5,C2,3.5,bad
test,E8,P13,T6,C0,2.425,bad
test,E8,P13,T6,C1,2.425,bad
test,E8,P13,T6,C2,2.425,bad
test,E8,P8,T0,C0,4.88,good
test,E8,P8,T0,C1,4.88,good
test,E8,P8,T0,C2,4.88,good
test,E8,P8,T1,C0,4.88,good
test,E8,P8,T1,C1,4.88,good
test,E8,P8,T1,C2,4.88,good
test,E8,P8,T2,C0,4.9,good
test,E8,P8,T2,C1,4.9,good
test,E8,P8,T2,C2,4.9,good
test,E8,P9,T0,C0,4.8,good
test,E8,P9,T0,C1,4.8,good
test,E8,P9,T0,C2,4.8,good
test,E8,P9,T1,C0,4.8,good
test,E8,P9,T1,C1,4.8,good
test,E8,P9,T1,C2,4.8,good
test,E8,P9,T2,C0,4.76,good
test,E8,P9,T2,C1,4.76,good
test,E8,P9,T2,C2,4.76,good
test,E9,P8,T0,C0,4.5667,good
test,E9,P8,T0,C1,4.5667,good
test,E9,P8,T0,C2,4.5667,good
test,E9,P8,T1,C0,4.5667,good
test,E9,P8,T1,C1,4.5667,good
test,E9,P8,T1,C2,4.5667,good
test,E9,P8,T2,C0,4.5667,good
test,E9,P8,T2,C1,4.5667,good
test,E9,P8,T2,C2,4.5667,good
test,E9,P9,T0,C0,4.2,good
test,E9,P9,T0,C1,4.2,good
test,E9,P9,T0,C2,4.2,good
test,E9,P9,T1,C0,4.2,good
test,E9,P9,T1,C1,4.2,good
test,E9,P9,T1,C2,4.2,good
test,E9,P9,T2,C0,4.2,good
test,E9,P9,T2,C1,4.2,good
test,E9,P9,T2,C2,4.2,good
